,posts,token
343,"#情侣同居房租该不该AA制#我喜欢的AA制不是形而上学的金钱付出平等，而是一种礼尚往来，即不失礼数又能增进彼此感情的做法。

例如，我花钱请你吃饭喝东西，你也愿意且主动请我唱K看电影，我送你包包和衣服，你送我球拍和球鞋。因为生活里总有些东西，如果是买给自己，总有些不舍，但送给心上人，却毫 ...全文","# 情侣 同居 房租 该不该 不该 AA 制 # 我 喜欢 的 AA 制 不是 形而上 形而上学 上学 的 金钱 付出 平等   而是 一种 礼尚往来 往来   即 不失 失礼 礼数 又 能 增进 彼此 感情 的 做法  

 例如   我 花钱 请 你 吃饭 喝 东西   你 也 愿意 且 主动 请 我 唱 K 看 电影   我 送 你 包包 和 衣服   你 送 我 球拍 和 球鞋   因为 为生 生活 里 总 有些 东西   如果 是 买给 自己   总 有些 不 舍   但 送给 心上 心上人   却 毫      全文"
344,#情侣同居房租该不该AA制##恋爱#该 网页链接,# 情侣 同居 房租 该不该 不该 AA 制 ## 恋爱 # 该   网页 链接
345,#情侣同居房租该不该AA制##恋爱#不应该 都是要同样的付出 网页链接,# 情侣 同居 房租 该不该 不该 AA 制 ## 恋爱 # 不应 应该   都 是 要同 同样 的 付出   网页 链接
346,"恭喜学员分离新欢，成功复合！
恋爱不易，且行且珍惜，学员曾经要走到婚姻的感情被人横刀夺爱，现在终于完璧归赵，男生也体会到了她的好，不仅挽回感情也扭转了地位。所以感情中女生不要太主动，太主动反而叫自己失去了自身的价值，也不能过于恃宠而骄，要维持好一个度的把握，才能叫感情越来越好 ...全文","恭喜 学员 分离 新欢   成功 复合  
 恋爱 不易   且 行 且 珍惜   学员 曾经 要 走到 婚姻 的 感情 被 人 横刀 横刀夺爱 夺爱   现在 终于 完璧 完璧归赵   男生 也 体会 到 了 她 的 好   不仅 挽回 感情 也 扭转 了 地位   所以 感情 中 女生 不要 太 主动   太 主动 反而 叫 自己 失去 了 自身 的 价值   也 不能 过于 恃宠而骄   要 维持 好 一个 个度 的 把握   才能 叫 感情 越来 越来越 越好      全文"
347,"独自站立目望前，
眼神盼望待情怀、
肤白貌美靓丽鲜，
性感身材露玉肩。","独自 站立 目 望 前  
 眼神 盼望 待 情怀  
 肤 白 貌美 靓丽 鲜  
 性感 身材 露 玉 肩  "
348,#情侣同居房租该不该AA制#这个怎么说呢，如果是男女关系的话，谁的工资高谁就多出点，毕竟感情在这了，就像夫妻之间生活一样。,# 情侣 同居 房租 该不该 不该 AA 制 # 这个 怎么 说 呢   如果 是 男女 男女关系 关系 的话   谁 的 工资 高 谁 就 多出 出点   毕竟 感情 在 这 了   就 像 夫妻 之间 生活 一样  
349,"?? 府系臻美大境，献给懂得生活的你?? 可以恒大滨河府? 何必其他楼盘? 约138-180大三居，大四居?? 即将开盘?? 15535152265
#情侣同居房租该不该aa制# 太原 是啊婧婧呐的微博视频","    府 系 臻 美 大 境   献给 懂得 生活 的 你     可以 恒 大 滨河 府    何必 其他 楼盘    约 138 180 大三 居   大四 居     即将 开盘    15535152265
# 情侣 同居 房租 该不该 不该 aa 制 #  太原   是 啊 婧 婧 呐 的 微 博 视频"
350,"想重温初恋的感觉吗？
蜜茶色????????
让你找回初恋的甜蜜！#情侣同居房租该不该aa制#发型设计超话","想 重温 初恋 的 感觉 吗  
 蜜 茶色         
 让 你 找回 初恋 的 甜蜜  # 情侣 同居 房租 该不该 不该 aa 制 # 发型 发型设计 设计 超 话"
351,"#情侣同居房租该不该AA制#For me,I can’t accept to share the rent with my boyfriend.And I don’t care what others talk about me about this.
I did not mention that because you are my boyfriend,so you need to pay for that,instead I decided to live with you together that means I m th ...全文","# 情侣 同居 房租 该不该 不该 AA 制 #For me I can t accept to share the rent with my boyfriend And I don t care what others talk about me about this 
I did not mention that because you are my boyfriend so you need to pay for that instead I decided to live with you together that means I m th     全文"
352,#情侣同居房租该不该AA制#毕竟还没有结婚，不管各自的经济条件到底如何，都属于婚前财产，还是不要搅和在一起比较好吧；但如果男方买了房子，还只写了女方的名字，那就不用AA了，这样的男人也不多了啊 #杭州楼市#,# 情侣 同居 房租 该不该 不该 AA 制 # 毕竟 还 没有 结婚   不管 各自 的 经济 条件 到底 如何   都 属于 婚前 财产   还是 不要 搅和 在 一起 比较 好 吧   但 如果 男方 买 了 房子   还 只 写 了 女方 的 名字   那 就 不用 AA 了   这样 的 男人 也 不多 了 啊  # 杭州 楼市 #
353,#情侣同居房租该不该AA制# 这问题是男方还是女方提出来的？我以前租房一个人住，我男朋友（现在是前男友）和别人一起租房的，所以在一起以后他是过来和我一起住的。一直都是我自己交的房租水电，半年多我都没问他要过。后来我自己买了房子，又开始装修，还要交房租，我就觉得自己特别穷。我就跟他提议 ...全文,# 情侣 同居 房租 该不该 不该 AA 制 #  这 问题 是 男方 还是 女方 提出 出来 的   我 以前 租房 一个 个人 住   我 男朋友 朋友   现在 是 前男友 男友   和 别人 一起 起租 租房 的   所以 在 一起 以后 他 是 过来 和 我 一起 住 的   一直 都 是 我 自己 交 的 房租 水电   半年 多 我 都 没 问 他 要 过   后来 我 自己 买 了 房子   又 开始 装修   还要 交房 房租   我 就 觉得 自己 特别 穷   我 就 跟 他 提议      全文
354,"晚上好！所有在太原忙碌着奋斗者的人们今天介绍的房子是位于平阳路旁?? 首开国风琅樾小区?? 的合租房，小区非常新，花园式环境非常优美，24小时安保监控一人一卡一进出，门口即是，多条公交?? 经过，交通很方便。
房子是业主精心维护的，全新装修，配备全新的家具家电，房间朝南采光通风 ...全文","晚上 上好   所有 在 太原 忙碌 着 奋斗 奋斗者 的 人们 今天 介绍 的 房子 是 位于 于平阳 平阳 平阳路 阳路 路旁     首开 开国 国风 琅 樾 小区     的 合租 合租房 租房   小区 非常 常新   花园 花园式 环境 非常 优美  24 小时 安保 监控 一 人 一 卡 一 进出   门口 即是   多条 公交     经过   交通 很 方便  
 房子 是 业主 精心 维护 的   全新 新装 新装修 装修   配备 全新 的 家具 家电   房间 朝南 采光 光通 通风      全文"
355,#情侣同居房租该不该AA制#谁这么喜欢这种杠精的话题带节奏出来，你是希望你和你女朋友日后处成兄妹吧。带话题这种不配有女朋友。,# 情侣 同居 房租 该不该 不该 AA 制 # 谁 这么 喜欢 这种 杠 精 的话 话题 带 节奏 奏出 奏出来 出来   你 是 希望 你 和 你 女朋友 朋友 日后 处 成 兄妹 吧   带话 话题 这种 不配 配有 女朋友 朋友  
356,#情侣同居房租该不该AA制#情侣同房到底该不该AA制？这就看他们双方接触的程度了，不是说不可以。,# 情侣 同居 房租 该不该 不该 AA 制 # 情侣 同房 到底 该不该 不该 AA 制   这 就 看 他们 双方 接触 的 程度 了   不是 说 不可 可以  
357,#情侣同居房租该不该AA制#看收入吧,# 情侣 同居 房租 该不该 不该 AA 制 # 看 收入 吧
358,#情侣同居房租该不该AA制#这个之前沟通愿意的留下不愿意的离开，千万不要后面说，留下一堆狗血?原来你是这样的人,# 情侣 同居 房租 该不该 不该 AA 制 # 这个 之前 沟通 愿意 的 留下 不 愿意 的 离开   千万 不要 后面 说   留下 一堆 狗血   原来 你 是 这样 的 人
359,#情侣同居房租该不该AA制#哪那么多事，同居，来我家啊，不收房租#宝宝的少女心#,# 情侣 同居 房租 该不该 不该 AA 制 # 哪 那么 多 事   同居   来 我家 啊   不收 房租 # 宝宝 的 少女 心 #
360,#情侣同居房租该不该AA制#应该，谁的钱都不是天上掉下来的，况且还没结婚,# 情侣 同居 房租 该不该 不该 AA 制 # 应该   谁 的 钱 都 不是 天上 天上掉 掉下来 下来 的   况且 还 没 结婚
361,#头像##情侣同居房租该不该aa制# 我觉得在同居之前都讲清楚，能接受，再同居会比较好，省的因为钱导致两人感情生变呀。 #约画找我# 深圳·民治,# 头像 ## 情侣 同居 房租 该不该 不该 aa 制 #  我 觉得 在 同居 之前 都 讲清 讲清楚 清楚   能 接受   再 同居 会 比较 好   省 的 因为 钱 导致 两 人 感情 生变 呀   # 约 画 找 我 #  深圳   民治
362,"太溪、照海、涌泉是重要的滋阴穴，常灸可为身体“补水”，改善身体缺水带来的一系列肌肤问题。
#影视剧里意难平的CP##情侣同居房租该不该aa制#","太溪   照海   涌泉 是 重要 的 滋阴 阴穴   常 灸 可为 身体   补水    改善 身体 缺水 水带 带来 的 一系 一系列 系列 肌肤 问题  
# 影视 影视剧 剧里 意 难 平 的 CP## 情侣 同居 房租 该不该 不该 aa 制 #"
363,#情侣同居房租该不该AA制#没有情侣，没同居过，何谈AA，没结婚就别整这烂糟的事,# 情侣 同居 房租 该不该 不该 AA 制 # 没有 有情 情侣   没 同居 过   何谈 AA  没 结婚 就 别 整 这 烂 糟 的 事
364,如果朋友被绿，长沙姑娘可是不会跟你弯弯绕绕的！#情侣同居房租该不该AA制# 学长请回答的微博视频,如果 朋友 被 绿   长沙 姑娘 可是 不会 跟 你 弯弯 弯弯绕 绕 的  # 情侣 同居 房租 该不该 不该 AA 制 #  学长 请 回答 的 微 博 视频
365,#情侣同居房租该不该aa制#如果AA制是不是就太见外了，情侣本身因为有爱所以亲近，如果划分的这么清楚就没必要在一起了，但也不能都要男方付出，可以根据情况谁的资金充裕点谁拿 另外一个人平时的日常开销生活用品可以多分担一下,# 情侣 同居 房租 该不该 不该 aa 制 # 如果 AA 制 是不是 不是 就 太 见外 了   情侣 本身 因为 有 爱 所以 亲近   如果 划分 的 这么 清楚 就 没 必要 在 一起 了   但 也 不能 都 要 男方 付出   可以 根据 情况 谁 的 资金 充裕 点 谁 拿   另外 一个 个人 人平 平时 的 日常 开销 生活 生活用品 活用 用品 可以 多分 分担 一下
366,#情侣同居房租该不该AA制#该，不喜欢欠别人的,# 情侣 同居 房租 该不该 不该 AA 制 # 该   不 喜欢 欠 别人 的
367,#情侣同居房租该不该AA制# 还珠格格搞笑版：尔康相亲吃饭竟然AA制，真的是凭实力单身呐良利哥超话 良利哥的微博视频,# 情侣 同居 房租 该不该 不该 AA 制 #  还珠格格 格格 搞笑 搞笑版   尔 康 相亲 吃饭 竟然 AA 制   真的 是 凭 实力 单身 呐 良 利 哥 超 话   良 利 哥 的 微 博 视频
368,"在家做卤鸡爪的时候我喜欢放点辣椒
香香辣辣的吃着才过瘾
今天这道香辣卤鸡爪不放一滴油
而且做法超级简单
做出来却非常好吃
喜欢鸡爪的朋友可以试试哦

香辣卤鸡爪

1、鸡爪洗净，剪掉指甲，剁开后焯一下水
3、另起锅烧水，放入鸡爪，
4、再放入葱、姜、八角、桂皮、香叶、辣椒
5、加入老 ...全文","在家 做 卤鸡 鸡爪 的 时候 我 喜欢 放点 辣椒 
 香香 香辣 辣辣的 吃 着 才 过瘾 
 今天 这 道 香辣 卤鸡 鸡爪 不放 一滴 滴油 
 而且 做法 超级 简单 
 做出 出来 却 非常 好吃 
 喜欢 鸡爪 的 朋友 可以 试试 哦 

 香辣 卤鸡 鸡爪 

1  鸡爪 洗净   剪掉 指甲   剁 开 后 焯 一下 下水 
3  另 起锅 烧水   放入 鸡爪  
4  再 放入 葱   姜   八角   桂皮   香叶   辣椒 
5  加入 老      全文"
369,#情侣同居房租该不该AA制#A，不想欠着,# 情侣 同居 房租 该不该 不该 AA 制 #A  不想 欠 着
370,#情侣同居房租该不该AA制#找个有房的对象它不香吗 杭州·祥符,# 情侣 同居 房租 该不该 不该 AA 制 # 找 个 有 房 的 对象 它 不 香 吗   杭州   祥符
371,#情侣同居房租该不该AA制#我只想要回前任欠我的房租，生活费房租基本上都是我出，当时觉得没什么，现在想起来我好蠢啊，那可是一大笔钱啊哭唧唧,# 情侣 同居 房租 该不该 不该 AA 制 # 我 只 想要 回 前任 欠 我 的 房租   生活 生活费 房租 基本 基本上 都 是 我 出   当时 觉得 没什么 什么   现在 想起 起来 我 好 蠢 啊   那 可是 一大 一大笔 一大笔钱 大笔 钱 啊 哭 唧唧
372,#情侣同居房租该不该AA制#居然都同居了还谈什么AA嘛，你的就是我的我的就是你的，资源共享，但前提是得有对象咯,# 情侣 同居 房租 该不该 不该 AA 制 # 居然 都 同居 了 还 谈 什么 AA 嘛   你 的 就是 我 的 我 的 就是 你 的   资源 资源共享 共享   但 前提 是 得有 对象 咯
373,#情侣同居房租该不该AA制#开始厌恶这个患得患失，忽冷忽热，拼尽全力去逞强的自己。,# 情侣 同居 房租 该不该 不该 AA 制 # 开始 厌恶 这个 患得患失   忽冷忽热   拼 尽全力 全力 去 逞强 的 自己  
374,"#情侣同居房租该不该AA制#
应不应该AA制，这还是要看情侣双方的意愿吧。

如果朝婚姻方向走，恋爱中的支出确实要平衡，毕竟结婚之后，双方要为一个家庭去付出，提前AA制生活正好适应一下。

但是从另一个角度来说，恋爱中的女生在生理上处于绝对弱势地位，一旦发生意外，对女生身心是一个巨大打击，而 ...全文","# 情侣 同居 房租 该不该 不该 AA 制 #
 应不应该 不应 应该 AA 制   这 还是 要 看 情侣 双方 的 意愿 吧  

 如果 朝 婚姻 方向 走   恋爱 中 的 支出 确实 要 平衡   毕竟 结婚 之后   双方 要为 一个 一个家 家庭 去 付出   提前 AA 制 生活 正好 适应 一下  

 但是 是从 另 一个 一个角 角度 来说   恋爱 中 的 女生 生在 生理 理上 处于 绝对 弱势 地位   一旦 发生 发生意外 生意 意外   对 女生 生身 身心 是 一个 巨大 打击   而      全文"
375,#情侣同居房租该不该AA制#如果我在大学或者研究生期间跟女朋友同居，我会把我生活费都给她，她管钱就好了。只要花销公开就好。既然有女生都愿意和你同居了，还有啥不啥的呢 烟台·烟台大学,# 情侣 同居 房租 该不该 不该 AA 制 # 如果 我 在 大学 或者 研究 研究生 期间 跟 女朋友 朋友 同居   我会 把 我 生活 生活费 都 给 她   她 管 钱 就 好 了   只要 花销 公开 就 好   既然 有 女生 都 愿意 和 你 同居 了   还有 啥 不 啥 的 呢   烟台   烟台 台大 大学
376,"#情侣同居房租该不该AA制#
这个好难说啊
完全看个人好吧！不同的人会有不同的选择！只要自己觉得过的好，其他都是浮云…","# 情侣 同居 房租 该不该 不该 AA 制 #
 这个 好 难说 啊 
 完全 看 个人 好 吧   不同 的 人 会 有 不同 的 选择   只要 自己 觉得 过 的 好   其他 都 是 浮云  "
377,#情侣同居房租该不该AA制#为什么你们谈个恋爱在钱的问题上这么纠结，有钱一起花，没钱一起省着花不是很好嘛，一计较钱感情也会被计较的，我是这么觉得的，仅代表个人观点,# 情侣 同居 房租 该不该 不该 AA 制 # 为什么 什么 你们 谈 个 恋爱 在 钱 的 问题 上 这么 纠结   有钱 一起 起花   没钱 一起 省 着 花 不是 很 好 嘛   一 计较 钱 感情 也 会 被 计较 的   我 是 这么 觉得 的   仅 代表 个人 个人观点 观点
378,"#情侣同居房租该不该AA制#如果是这个热搜里面的案例，那我觉得不该AA，因为女方负担所有生活支出和大部分家务，男方负责房租就很合理，结果男方提出要AA房租，那女方负责的生活支出和家务应该AA？而不是房租AA其他还是女方来。
抛开这个案例，我觉得在这件事上应该在同居前商量好，不要中途以“通知” ...全文","# 情侣 同居 房租 该不该 不该 AA 制 # 如果 是 这个 热 搜 里面 的 案例   那 我 觉得 不该 AA  因为 女方 负担 所有 有生 生活 支出 和 大部 大部分 部分 分家 家务   男方 负责 房租 就 很 合理   结果 男方 提出 要 AA 房租   那 女方 负责 的 生活 支出 和 家务 应该 AA  而 不是 房租 AA 其他 还是 女方 来  
 抛开 这个 个案 案例   我 觉得 在 这件 事 上 应该 在 同居 前 商量 好   不要 中途 以   通知       全文"
379,#情侣同居房租该不该AA制#突然对小高很愧疚,# 情侣 同居 房租 该不该 不该 AA 制 # 突然 对 小 高 很 愧疚
380,#情侣同居房租该不该AA制#这件事没有应不应该吧，难道男生全付就公平，女生全付就不公平了？？完全看两个人自己的态度，还有经济水平，也不能说AA制就一定没有爱情，那这么说，女方一点房租不付也可以跟爱不爱男方挂钩了？男方也可以说：你不帮我承担房租，你不爱我,# 情侣 同居 房租 该不该 不该 AA 制 # 这件 事 没有 应不应该 不应 应该 吧   难道 男生 全 付 就 公平   女生 全 付 就 不公 公平 了    完全 看 两个 个人 自己 的 态度   还有 经济 济水 水平   也 不能 说 AA 制 就 一定 没有 爱情   那 这么 说   女方 一点 房租 不 付 也 可以 跟 爱不爱 男方 挂钩 了   男方 也 可以 说   你 不 帮 我 承担 房租   你 不 爱 我
381,#情侣同居房租该不该AA制#身边也有很多朋友选择婚前同居，房租基本上都是男朋友出的。。。女生只负责生活的日常就好了，比如买个垃圾袋，。女生在外独自租房一定要注意，都给我注意安全！！ 郑州租房的微博视频,# 情侣 同居 房租 该不该 不该 AA 制 # 身边 也 有 很多 朋友 选择 婚前 同居   房租 基本 基本上 都 是 男朋友 朋友 出 的     女生 只 负责 生活 的 日常 就 好 了   比如 买 个 垃圾 垃圾袋    女生 生在 在外 独自 租房 一定 定要 注意   都 给 我 注意 注意安全 安全     郑州 租房 的 微 博 视频
382,"#情侣同居房租该不该AA制#
既然都决定要住在一起了，当然避免不了一些鸡毛蒜皮的小事。
男生和女生都应该是要相互付出的：假如女生负责日常开销生活用品等，男生付房租。其实看似也算是双方都有付出的。也算是相对平衡的状态。
但是时间久了，这种事情也会可能发酵吧。
如果女生能主动去说：这次房租我 ...全文","# 情侣 同居 房租 该不该 不该 AA 制 #
 既然 都 决定 定要 住在一起 一起 了   当然 避免 免不了 不了 一些 鸡毛 鸡毛蒜皮 蒜皮 的 小事  
 男生 和 女生 都 应该 该是 要 相互 付出 的   假如 女生 负责 日常 开销 生活 生活用品 活用 用品 等   男生 付 房租   其实 看似 也 算是 双方 都 有 付出 的   也 算是 相对 平衡 的 状态  
 但是 时间 久 了   这种 事情 也 会 可能 发酵 吧  
 如果 女生 能 主动 去 说   这次 房租 我      全文"
383,"#情侣同居房租该不该AA制#
要是aa就真的AA，房租 生活费 家务 还有费精力和脑力的家庭活动安排 家务活大扫除安排等等。甚至以后带孩子都AA吧，不是说单单干的话AA，需要费精力安排的，人情往来的，都平分。只要做到这样，女孩子也不用计较男女生理差异，怀个孩子去掉半条命的问题了，已经很好了。","# 情侣 同居 房租 该不该 不该 AA 制 #
 要是 aa 就 真的 AA  房租   生活 生活费   家务   还有 费 精力 和 脑力 的 家庭 活动 安排   家务 家务活 大扫除 扫除 安排 等等   甚至 以后 带 孩子 都 AA 吧   不是 说 单单 单干 的话 AA  需要 费 精力 安排 的   人情 往来 的   都 平分   只要 做到 这样   女孩 女孩子 孩子 也 不用 用计 计较 男女 男女生 女生 生理 差异   怀 个 孩子 去掉 半条 半条命 的 问题 了   已经 很 好 了  "
384,【民警提示：预防电信诈骗谨记“六个一律”】“六个一律”：接到陌生电话，只要谈到银行卡，一律挂掉；谈到中奖，一律挂掉；谈到“电话转接公安局、法院”，一律挂掉；所有短信，但凡让点击链接的，一律删掉；微信里不认识的人发来链接，一律不点；一提到“安全账户”的，一律是诈骗。 ...全文,  民警 提示   预防 电信 诈骗 谨记   六个 一律     六个 一律    接到 陌生 电话   只要 谈到 银行 银行卡   一律 挂掉   谈到 中奖   一律 挂掉   谈到   电话 转接 公安 公安局   法院    一律 挂掉   所有 短信   但凡 让 点击 链接 的   一律 删掉   微 信里 不 认识 的 人 发来 链接   一律 不点   一 提到   安全 账户   的   一律 是 诈骗       全文
385,"我就是我的是我的你的也是我的全都是我的这种态度，咋滴吧？
不高兴？你来打我呀。。。
看我不报警把你抓起来去坐牢。。。
#情侣同居房租该不该AA制#","我 就是 我 的 是 我 的 你 的 也 是 我 的 全都 是 我 的 这种 态度   咋 滴 吧  
 不 高兴   你 来 打 我 呀    
 看 我 不报 报警 把 你 抓起 起来 去 坐牢    
# 情侣 同居 房租 该不该 不该 AA 制 #"
386,"#情侣同居房租该不该AA制#
这个问题，我不知道别人是怎么做的。
我和我先生是奔着结婚的前提去交往的。
从在一起，我们之间的钱就是共用的。一起赚一起花。包括婚后，也一直是这样的。","# 情侣 同居 房租 该不该 不该 AA 制 #
 这个 问题   我 不知 知道 道别 别人 是 怎么 做 的  
 我 和 我 先生 是 奔 着 结婚 的 前提 提去 交往 的  
 从 在 一起   我们 之间 的 钱 就是 共用 的   一起 赚 一起 起花   包括 婚后   也 一直 是 这样 的  "
387,#情侣同居房租该不该aa制#如果是为爱鼓掌就不用aa了，如果是为性欢呼，aa可能更和谐。,# 情侣 同居 房租 该不该 不该 aa 制 # 如果 是 为 爱 鼓掌 就 不用 aa 了   如果 是 为 性 欢呼  aa 可能 更 和谐  
388,#情侣同居房租该不该AA制#这种话题就是侮辱智商，都是一帮基佬搞出来恶心人的。目的就是让人反感男女之间婆婆妈妈的事儿，现在基佬组织在下一盘很大的棋，拉拢女人，支持女权跟男人决裂，挑唆女人不婚。他们认为男人是不可能站在他们一边的，女人有同情心还有数量可观的腐女，拉拢女人最划算。姐妹们别 ...全文,# 情侣 同居 房租 该不该 不该 AA 制 # 这种 话题 就是 侮辱 智商   都 是 一帮 基佬 搞出 出来 恶心 人 的   目的 就是 让 人 反感 男女 男女之间 之间 婆婆 婆婆妈妈 婆妈 妈妈 的 事儿   现在 基佬 组织 在 下 一盘 很大 的 棋   拉拢 女人   支持 女权 跟 男人 决裂   挑唆 女人 不 婚   他们 认为 男人 是 不可 可能 站 在 他们 一边 的   女人 有 同情 同情心 还有 有数 数量 可观 的 腐 女   拉拢 女人 最 划算   姐妹 们 别      全文
389,回复@捍卫华夏共同体:把他打回精子状态。//@捍卫华夏共同体:还有同居分手后要精子费的呢,回复   捍卫 华夏 共同 共同体 同体   把 他 打回 精子 状态      捍卫 华夏 共同 共同体 同体   还有 同居 分手 后 要 精子 费 的 呢
390,"#情侣同居房租该不该AA制#
前同事一对小情侣
一起在外面租房子住
每个月的工资男生都是全给女生
他让女生把她的钱存起来 花他的钱
男生家庭也很支持他
他妈妈还经常给男生打钱让他们吃点好的
平时休息的时候男生爱干净比较喜欢收拾
女生会躺在床上看看剧打打游戏
我不知道这是不是恋爱常有的状态
...全文","# 情侣 同居 房租 该不该 不该 AA 制 #
 前 同事 一对 小 情侣 
 一起 在外 外面 租房 租房子 房子 住 
 每个 月 的 工资 男生 都 是 全 给 女生 
 他 让 女生 把 她 的 钱 存 起来   花 他 的 钱 
 男生 家庭 也 很 支持 他 
 他 妈妈 还 经常 给 男生 打 钱 让 他们 吃 点 好 的 
 平时 休息 的 时候 男生 爱 干净 比较 喜欢 收拾 
 女生 会 躺 在 床上 看看 剧 打打 打游戏 游戏 
 我 不知 知道 这 是不是 不是 恋爱 常有 的 状态 
    全文"
391,"#情侣同居房租该不该AA制#

这个这个吧 有点难搞...
所以你看，还是得尽早结婚
不为别的，钱花的有底气呀～","# 情侣 同居 房租 该不该 不该 AA 制 #

 这个 这个 吧   有点 难搞    
 所以 你 看   还是 得 尽早 结婚 
 不为 别的   钱 花 的 有底 底气 呀  "
392,#情侣同居房租该不该AA制#虽然我没有发言权 但我一定要说 我见过的不付房租的最后都是分手被撵出来得 所以房租一定要AA 建议性,# 情侣 同居 房租 该不该 不该 AA 制 # 虽然 我 没有 发言 发言权   但 我 一定 定要 要说   我 见 过 的 不 付 房租 的 最后 都 是 分手 被 撵出 撵出来 出来 来得   所以 房租 一定 定要 AA  建议 建议性
393,"很多女生没事的时候天天嚷嚷独立自主平权，一分手就骂渣男，何必呢？
男人就那样，该占的便宜就占，你不占他还觉得你贱。好着的时候别作，不好了就干脆利落地分手，別哭着喊着地给人看不起。
多简单的事情，非要男权女权地扯来扯去。
我掺和这个话题就是存储点阅读量，因为这两天我要好好码字没功夫来 ...全文","很多 女生 没事 的 时候 天天 嚷嚷 独立 独立自主 自主 平权   一分 分手 就 骂 渣 男   何必 呢  
 男人 就 那样   该 占 的 便宜 就 占   你 不 占 他 还 觉得 你 贱   好 着 的 时候 别 作   不好 了 就 干脆 干脆利落 利落 落地 分手   別 哭 着 喊 着地 给 人 看不起  
 多 简单 的 事情   非要 男权 女权 地 扯来扯去  
 我 掺和 这个 话题 就是 存储 存储点 点阅 阅读 量   因为 这 两天 我 要 好好 码字 没 功夫 来      全文"
394,"#情侣同居房租该不该AA制#
谁有钱谁给就好了，为什么一定要AA
但也不是每个月只有一方有钱","# 情侣 同居 房租 该不该 不该 AA 制 #
 谁 有钱 谁 给 就 好 了   为什么 什么 一定 定要 AA
 但 也 不是 每个 月 只有 一方 有钱"
395,#情侣同居房租该不该AA制#肯定要AA制呀，但是女方承担所有家务和日常开销，男方就只付一半房租，这样肯定也不对。我觉得情侣之间应该AA制，21世纪了，应该也不会存在全要男朋友付钱的那种男尊女卑的思想的女生吧。,# 情侣 同居 房租 该不该 不该 AA 制 # 肯定 定要 AA 制 呀   但是 女方 承担 所有 家务 和 日常 开销   男方 就 只 付 一半 房租   这样 肯定 也 不对   我 觉得 情侣 之间 应该 AA 制  21 世纪 了   应该 也 不会 存在 全要 男朋友 朋友 付钱 的 那种 男尊女卑 的 思想 的 女生 吧  
396,"#情侣同居房租该不该AA制#作为长租公寓来回答这个问题，觉得还是看双方具体情况吧。
一般男生应该主动承担起房租，而作为女方来讲，愿意积极主动表示承担房租，男方肯定会更尊重你，更爱你。","# 情侣 同居 房租 该不该 不该 AA 制 # 作为 长 租 公寓 来回 回答 这个 问题   觉得 还是 看 双方 具体 具体情况 情况 吧  
 一般 男生 应该 主动 承担 担起 房租   而 作为 女方 来讲   愿意 积极 积极主动 主动 表示 承担 房租   男方 肯定 定会 更 尊重 你   更 爱 你  "
397,"#情侣同居房租该不该AA制#
看了讨论才明白不是所有男的都像我家那位房租开销家务全包了还忍受我的无理取闹","# 情侣 同居 房租 该不该 不该 AA 制 #
 看 了 讨论 才 明白 不是 所有 男 的 都 像 我家 那位 房租 开销 家务 全 包 了 还 忍受 我 的 无理 无理取闹 取闹"
398,"#情侣同居房租该不该AA制#
格拉斯哥流浪者在2012年经历了残酷的降到丙级处罚，经过多年的励精图治，如今又成为苏格兰联赛顶级球队，逐渐对凯尔特人的新王朝构成威胁。
在17-18赛季，时隔多年重返欧战的流浪者连欧联资格赛都没有跨过，而在上赛季，他们小组排名第三遗憾出局。本赛季，流浪 ...全文","# 情侣 同居 房租 该不该 不该 AA 制 #
 格拉 格拉斯 格拉斯哥 拉斯 哥 流浪 流浪者 浪者 在 2012 年 经历 了 残酷 的 降到 丙级 处罚   经过 多年 的 励精图治   如今 又 成为 苏格兰 联赛 顶级 球队   逐渐 对 凯尔 凯尔特 凯尔特人 尔特 人 的 新 王朝 构成 构成威胁 威胁  
 在 17 18 赛季   时隔 时隔多年 多年 重返 欧战 的 流浪 流浪者 浪者 连 欧 联 资格 资格赛 都 没有 跨过   而 在 上赛季 赛季   他们 小组 排名 排名第 第三 遗憾 出局   本赛 本赛季 赛季   流浪      全文"
399,"#王凯 不发自拍的手机##情侣同居房租该不该AA制#
可以AA制啊，这样两个人负担还能小一点","# 王 凯   不 发自 拍 的 手机 ## 情侣 同居 房租 该不该 不该 AA 制 #
 可以 AA 制 啊   这样 两个 个人 负担 还 能 小 一点"
400,啊哈？！你觉得#情侣同居房租该不该AA制# ？ #楼市#,啊哈    你 觉得 # 情侣 同居 房租 该不该 不该 AA 制 #   # 楼市 #
401,#情侣同居房租该不该AA制#我要有的话，肯定会让我女朋友交房租，因为我的工资卡会给她 济南,# 情侣 同居 房租 该不该 不该 AA 制 # 我 要 有 的话   肯定 定会 让 我 女朋友 朋友 交房 房租   因为 我 的 工资 工资卡 会 给 她   济南
402,#情侣同居房租该不该AA制#合伙开店搞事业，房租AA问题迎刃而解我就想这么干，但是我没对象,# 情侣 同居 房租 该不该 不该 AA 制 # 合伙 开店 搞 事业   房租 AA 问题 迎刃而解 我 就 想 这么 干   但是 我 没 对象
